service_at_location_id,organization_id,service_id,location_id,organization_name,service_name,location_name,organization_description,service_description,address_street,city,county,state,postal_code,latitude,longitude,taxonomy_codes,taxonomy_terms,data_owner,status,application_process
211onedegr-22007_211onedegr-16180,211onedegr-5464,211onedegr-22007,211onedegr-16180,The San Diego Lgbt Community Center,Get Support Services For Women In The Lgbt Community,"Centre Street - Hillcrest (MAIN CENTER, BEHAVIORAL HEALTH)","The San Diego LGBT Community Center provides health and well-being services for the lesbian, gay, bisexual, transgender, and HIV communities.","The San Diego LGBT Community Center offers educational and social activities for women in the LGBT community, including discussion groups, a book club, and social outings.",3909 Centre Street,San Diego,,CA ,92103,32.74892,-117.1477,PN-8100,Support Groups,211onedegree,,Visit the link to view activities.
211onedegr-22006_211onedegr-16180,211onedegr-5464,211onedegr-22006,211onedegr-16180,The San Diego Lgbt Community Center,Get Support Services For Individuals In The Transgender Community,"Centre Street - Hillcrest (MAIN CENTER, BEHAVIORAL HEALTH)","The San Diego LGBT Community Center provides health and well-being services for the lesbian, gay, bisexual, transgender, and HIV communities.","The San Diego LGBT Community Center offers several social and support groups for the transgender community, including game night and identify exploration discussion groups.",3909 Centre Street,San Diego,,CA ,92103,32.74892,-117.1477,RP-1400.8000-260,Gender Identity Counseling,211onedegree,,Visit the link to view groups and activities.
211onedegr-22005_211onedegr-16180,211onedegr-5464,211onedegr-22005,211onedegr-16180,The San Diego Lgbt Community Center,Get Support Services For Seniors In The Lgbt Community,"Centre Street - Hillcrest (MAIN CENTER, BEHAVIORAL HEALTH)","The San Diego LGBT Community Center provides health and well-being services for the lesbian, gay, bisexual, transgender, and HIV communities.","The San Diego LGBT Community Center offers fitness classes, discussion groups, and art activities for seniors.",3909 Centre Street,San Diego,,CA ,92103,32.74892,-117.1477,PN-8100,Support Groups,211onedegree,,Visit the link to view services.
211onedegr-22004_211onedegr-16180,211onedegr-5464,211onedegr-22004,211onedegr-16180,The San Diego Lgbt Community Center,Attend Support Groups For Men In The Lgbt Community,"Centre Street - Hillcrest (MAIN CENTER, BEHAVIORAL HEALTH)","The San Diego LGBT Community Center provides health and well-being services for the lesbian, gay, bisexual, transgender, and HIV communities.","The San Diego LGBT Community Center offers several groups for discussion, support, empowerment, socialization, and more.",3909 Centre Street,San Diego,,CA ,92103,32.74892,-117.1477,PN-8100.5000,Mental Health Related Support Groups,211onedegree,,Visit the link to view support groups. Visit the Center during meeting time.
211onedegr-19531_211onedegr-16180,211onedegr-5464,211onedegr-19531,211onedegr-16180,The San Diego Lgbt Community Center,Access A Free Computer Lab For The Lgbt Community,"Centre Street - Hillcrest (MAIN CENTER, BEHAVIORAL HEALTH)","The San Diego LGBT Community Center provides health and well-being services for the lesbian, gay, bisexual, transgender, and HIV communities.","The David Bohnett Cyber Center is a public computer lab with access to the Internet, computer software applications, and computer skills classes.",3909 Centre Street,San Diego,,CA ,92103,32.74892,-117.1477,PL-7400.1500,Computer Literacy Training Programs,211onedegree,,
211onedegr-22477_211onedegr-10894,211onedegr-1082,211onedegr-22477,211onedegr-10894,Immigration Center For Women And Children (ICWC),Get Remote Legal Services For Immigrants,Icwc San Diego Office,"Immigration Center for Women and Children (ICWC) provides legal services to immigrants in California and Nevada on a sliding scale fee system. It assists children who are abused, abandoned, or neglected, and immigrants who are survivors of domestic violence, sexual assault, and other violent crimes.",ICWC provides free/low-cost immigration services to underrepresented immigrants in California and Nevada. Services are currently being offered remotely.,"427 C Street, Suite 208",San Diego,,CA,92101,32.7165,-117.1605,FT-3600,Immigration/Naturalization Legal Services,211onedegree,,
211onedegr-5208_211onedegr-10894,211onedegr-1082,211onedegr-5208,211onedegr-10894,Immigration Center For Women And Children (ICWC),Apply For A T Or U Visa (VICTIMS OF TRAFFICKING AND VIOLENCE PROTECTION ACT),Icwc San Diego Office,"Immigration Center for Women and Children (ICWC) provides legal services to immigrants in California and Nevada on a sliding scale fee system. It assists children who are abused, abandoned, or neglected, and immigrants who are survivors of domestic violence, sexual assault, and other violent crimes.","ICWC can help undocumented individuals, who have experienced a severe form of trafficking, or have suffered substantial physical or mental abuse as victim survivors of criminal activity, apply for T and U visas to obtain legal status and work permission.","427 C Street, Suite 208",San Diego,,CA,92101,32.7165,-117.1605,PN-8100.0200-130,Crime Victim Support Groups,211onedegree,,Email for more information about legal services.
211onedegr-2606_211onedegr-10894,211onedegr-1082,211onedegr-2606,211onedegr-10894,Immigration Center For Women And Children (ICWC),Get Help Applying For Daca For Undocumented Youth,Icwc San Diego Office,"Immigration Center for Women and Children (ICWC) provides legal services to immigrants in California and Nevada on a sliding scale fee system. It assists children who are abused, abandoned, or neglected, and immigrants who are survivors of domestic violence, sexual assault, and other violent crimes.",ICWC provides appointments for initial consultations and self-representation assistance for those completing an application for the Deferred Action for Childhood Arrivals (DACA) program.,"427 C Street, Suite 208",San Diego,,CA,92101,32.7165,-117.1605,FT-3600,Immigration/Naturalization Legal Services,211onedegree,,
211orangec-47995878,211orangec-8630149,211orangec-8636539,211orangec-8632422,California Indian Legal Services,Native American Legal Assistance ,Southern Office,"Non-profit organization that operates four offices in the state of California and provides legal representation to individuals and tribes in matters pertaining to federal Indian law. CILS is dedicated to securing justice for tribal self-determination, and supporting the development and sovereignty of tribal nations.","Provides low-cost legal services to individuals and tribes with low income, and helps with a wide variety of issues involving federal Indian law.",609 South Escondido Boulevard,Escondido,San Diego,CA,92025,33.11548,-117.081,"NL-1000.6000, FT-5950","Native American General Assistance, Native American/Tribal Law",211orangecounty,,Telephone
211cheyenn-5117-4657,211cheyenn-1818,211cheyenn-5117,211cheyenn-4657,Care Solace,Mental Health Care Coordination,Care Solace,,"At no cost to you, Care Solace will quickly and confidentially find available mental health and substance use providers matched to your needs.",120 Birmingham Drive,Encinitas,San Diego,CA,92007,33.023274,-117.268154,"TJ-3000, RP-5000.1400","Information and Referral, Central Intake/Assessment for Mental Health Services",211cheyenne,,Call
211sacrame-12782896,211sacrame-12782874,211sacrame-12782877,211sacrame-12782892,Wounded Warrior Project,Support Services - Wounded Warrior Project,Wounded Warrior Project - San Diego Field Office,"A Veterans service organization that serves veterans, caregivers, and families of veterans who incurred a physical or mental injury or illness on or after September 11, 2001.","Offers support and services for veterans and service members who incurred a physical or mental injury, illness, or wound, co-incident to their military service on or after September 11, 2001. Services and support are also available for family members and caregivers.Types of Support: Benefits Service: Helping veterans and their families obtain the benefits they have earned. Combat Stress Recovery Program: Help for combat stress, PTSD and TBI. Community Partners: Strategic collaboration improving veteran care across the nation. Family Support: Veteran family program and caregiver support. Independence Program: Empowering warriors to live a more independent life. International Support: Support for wounded, ill, or injured service members who are medically evacuated to Landstuhl Regional Medical Center in Germany. Peer Support: Peer support groups for veterans. Physical Health & Wellness: Helping warriors improve their health. Policy & Government Affairs: A voice for warriors in Washington, DC. Soldier Ride: Building confidence and strength through shared physical activities and bonds of service. Warrior Care Network: Healing the invisible wounds of war through PTSD treatment for veterans. Warriors to Work: Career transition and development for America's injured veterans. WWP Resource Center: Welcomes warriors and their families into WWP and serves as a connection point at every step along their individual journeys. WWP Talk: Counseling for veterans and their families.","8880 Rio San Diego Drive, Suite 900",San Diego,San Diego,CA,92108,32.77671,-117.1389,"TJ-3000.8000, RP-1400.8000-145, FT-1000.9000, FP-0500.3300, RP-1500.1400, TM-5200, HL-8000.1800-900, PH-1000, ND-6500.9200, LH-2700.9500, FP-0500, RP-1400.8000-900","Specialized Information and Referral, Caregiver Counseling, Veteran Benefits Assistance, Individual Advocacy, Crisis Intervention Hotlines/Helplines, Military Transition Assistance Programs, Veteran Education Benefits, Case/Care Management, Veteran Employment Programs, Wellness Programs, Advocacy, Veteran Reintegration Counseling",211sacramento,,Call or go online to learn more. Assistance is also available via online Live Chat.
inlandempi-93981578,inlandempi-93857132,inlandempi-93981238,inlandempi-93981541,Healthright 360,Residential Treatment,Healthright 360 - North County Serenity House,"Healthcare, dental care, substance use treatment and mental health services for those without insurance.","Provides residential withdrawal management, Medication-Assisted Treatment (MAT), individual and group counseling, drug and alcohol education, recovery planning, case management, relapse prevention, and comprehensive exit planning.",1341 North Escondido Road,Escondido,San Diego,CA,92026,33.14024,-117.0928,"RX-8450.7000-750, RX-8450.7000-700, RX-1700.1700-500, RX-8450.6600","Residential Drug Use Disorder Treatment Facilities, Residential Alcohol Use Disorder Treatment Facilities, Opioid Detoxification, Perinatal Substance Use Disorder Treatment",inlandempireunitedway,,Phone screening is required
211tempe-1182-28664,211tempe-28664,211tempe-1182,211tempe-28664,Debtwave Credit Counseling Inc,"Debtwave Credit Counseling, Inc (CREDIT COUNSELING)","Debtwave Credit Counseling, Inc","Provides debt relief services nationwide. Includes credit and debt counseling, bankruptcy counseling, credit report counseling and budgeting counseling by phone or via the internet. Assists with debt repayment plans. Provides community education on personal finances through various employer and social service organizations.","Provides debt relief services nationwide. Includes credit and debt counseling, bankruptcy counseling, credit report counseling and budgeting counseling by phone or via the internet. Assists with debt repayment plans. Provides community education on personal finances through various employer and social service organizations.","500 La Terraza Blvd, Suite 150",Escondido,San Diego,CA,92025-3876,33.11258,-117.096,DM-1500.1500,Credit Counseling,211tempe,,"Call, visit website, or write"
211tempe-20476-28664,211tempe-28664,211tempe-20476,211tempe-28664,Debtwave Credit Counseling Inc,"Debtwave Credit Counseling, Inc (PERSONAL FINANCIAL COUNSELING)","Debtwave Credit Counseling, Inc","Provides debt relief services nationwide. Includes credit and debt counseling, bankruptcy counseling, credit report counseling and budgeting counseling by phone or via the internet. Assists with debt repayment plans. Provides community education on personal finances through various employer and social service organizations.","Provides debt relief services nationwide. Includes credit and debt counseling, bankruptcy counseling, credit report counseling and budgeting counseling by phone or via the internet. Assists with debt repayment plans. Provides community education on personal finances through various employer and social service organizations.","500 La Terraza Blvd, Suite 150",Escondido,San Diego,CA,92025-3876,33.11258,-117.096,DM-6500,Personal Financial Counseling,211tempe,,"Call, visit website, or write"
211tempe-6476-28664,211tempe-28664,211tempe-6476,211tempe-28664,Debtwave Credit Counseling Inc,"Debtwave Credit Counseling, Inc (DEBT CONSOLIDATION SERVICES)","Debtwave Credit Counseling, Inc","Provides debt relief services nationwide. Includes credit and debt counseling, bankruptcy counseling, credit report counseling and budgeting counseling by phone or via the internet. Assists with debt repayment plans. Provides community education on personal finances through various employer and social service organizations.","Provides debt relief services nationwide. Includes credit and debt counseling, bankruptcy counseling, credit report counseling and budgeting counseling by phone or via the internet. Assists with debt repayment plans. Provides community education on personal finances through various employer and social service organizations.","500 La Terraza Blvd, Suite 150",Escondido,San Diego,CA,92025-3876,33.11258,-117.096,DM-1800.1700,Debt Consolidation Services,211tempe,,"Call, visit website, or write"
211tempe-85455-28664,211tempe-28664,211tempe-85455,211tempe-28664,Debtwave Credit Counseling Inc,"Debtwave Credit Counseling, Inc (NONGOVERNMENTAL AGENCY DEPARTMENTS)","Debtwave Credit Counseling, Inc","Provides debt relief services nationwide. Includes credit and debt counseling, bankruptcy counseling, credit report counseling and budgeting counseling by phone or via the internet. Assists with debt repayment plans. Provides community education on personal finances through various employer and social service organizations.","Provides debt relief services nationwide. Includes credit and debt counseling, bankruptcy counseling, credit report counseling and budgeting counseling by phone or via the internet. Assists with debt repayment plans. Provides community education on personal finances through various employer and social service organizations.","500 La Terraza Blvd, Suite 150",Escondido,San Diego,CA,92025-3876,33.11258,-117.096,TD-0300.6000,Nongovernmental Agency Departments,211tempe,,"Call, visit website, or write"
211utah-a008Z00001SynKyQAJ-0018Z00002q9ZPIQA2,211utah-0018Z00002q9V7tQAE,211utah-a008Z00001SynKyQAJ,211utah-0018Z00002q9ZPIQA2,Debt Management Credit Counseling,Credit Counseling,American Credit Foundation,A nonprofit organization that provides debt consolidation services and credit counseling to consumers in debt.,Provides a personalized review of a consumer's financial situation and helps them develop a strategy to improve their financial health.,500 La Terraza Blvd Ste 150,Escondido,,CA,92025,33.112628,-117.095851,DM-1500.1500,Credit Counseling,211utah,,Complete the contact form on the website or call for more information.
211onedegr-1109_211onedegr-14066,211onedegr-370,211onedegr-1109,211onedegr-14066,Money Management International,Get Bankruptcy Counseling For Individuals,San Diego Branch,"Money Management International provides financial counseling and advice including how to save money, creating a budget, repaying loans, and avoiding foreclosures.","Money Management International provides bankruptcy counseling. Upon completion of the counseling session, clients are issued a certificate of participation that allows you to proceed with the bankruptcy filing process.","3111 Camino Del Rio North, #400",San Diego,,CA,92108,32.77472,-117.1273,DM-1800.1000,Bankruptcy Assistance,211onedegree,,Call to speak to a bankruptcy counselor.
211onedegr-1108_211onedegr-14066,211onedegr-370,211onedegr-1108,211onedegr-14066,Money Management International,Get Reverse Mortgage Counseling,San Diego Branch,"Money Management International provides financial counseling and advice including how to save money, creating a budget, repaying loans, and avoiding foreclosures.","Money Management International provides reverse mortgage counseling, in which a counselor explains how reverse mortgages work, the financial and tax implications of taking out a reverse mortgage, payment options, and costs associated with a reverse mortgage.","3111 Camino Del Rio North, #400",San Diego,,CA,92108,32.77472,-117.1273,DM-2000,Financial Literacy Training,211onedegree,,Visit the link to request an appointment.
211chico-16249,211chico-14891,211chico-4275,211chico-14892,Kick It Ca,Kick It Ca Counseling,Kick It Ca,"Statewide organization offering free telephone counseling, self-help materials, and a texting program in six languages to help you quit smoking.","Provides individuals with a choice of materials and services to quit smoking, vaping, or chew. Services include one-on-one phone counseling, supportive text messages, and free nicotine patches. Mobile apps, quitting tips through Amazon's Alexa, and a referral list of smoking cessation programs are also available.",,,,,,32.87705,-117.2305,"RX-8450.7900, RF-8380, RX-8250.8000, TJ-6500.6300","Smoking/Vaping Cessation, Talklines/Warmlines, Tobacco Use Education/Prevention, Outreach Programs",211chico,,"To receive one-on-one counseling over the phone, please call one of the following phone numbers during program hours:
Smokers - 1-800-NO-BUTTS (1-800-662-8887)
Vape Users - 1-844-8-NO-VAPE (1-844-866-8273) 
Tobacco Chewers - 1-800-844-CHEW (1-800-844-2439)
Chinese - 1-800-838-8917
Korean - 1-800-556-5564
Spanish - 1-800-45-NO-FUME (1-800-456-6386)
Vietnamese - 1-800-778-8440

To receive texts messages that are tailored to help at critical points: 
English - Text ""Quit Smoking"" to 66819 or Text ""Quit Vaping"" to 66819 
Spanish - Texto ""dejar de fumea"" al 66819 or Texto ""no vapear"" al 66819

To receive self-help materials on quitting call 1-800-NO-BUTTS or visit https://bit.ly/3m0ny73.

To see if you qualify for free nicotine patches, call 1-800-NO-BUTTS.

To download the No Butt app, visit https://apps.apple.com/us/app/no-butts/id1235248992 or https://play.google.com/store/apps/details?id=edu.ucsdcsh.

To download the No Vape app, visit https://apps.apple.com/us/app/no-vape-crush-cravings/id1488178260 or https://play.google.com/store/apps/details?id=edu.ucsdcsh.vape&hl=en_US.

To receive tips on how to quit smoking through Amazon Alexa, enable the Stop Smoking Coach on Amazon.com at https://amzn.to/3hjoxM2.

To receive tips on how to quit vaping through Amazon Alexa, enable the Stop Vaping Coach on Amazon.com at https://amzn.to/2RhVPAx.
 
To find available smoking cessation programs by county, visit: https://www.nobutts.org/county-listing.

"
211chico-60428,211chico-14891,211chico-13025,211chico-14892,Kick It Ca,Kick It Ca Counseling - Online Self Referral,Kick It Ca,"Statewide organization offering free telephone counseling, self-help materials, and a texting program in six languages to help you quit smoking.","Provides an online self referral form for the Kick It California tobacco cessation counseling program. The program offers individuals with a choice of materials and services to quit smoking, vaping, or chew. Services include one-on-one phone counseling, supportive text messages, and free nicotine patches. Participants may receive a $20 gift card for enrolling.
",,,,,,32.87705,-117.2305,RX-8450.7900,Smoking/Vaping Cessation,211chico,,"To submit a self referral form to Kick It California, visit: bit.ly/B-G211KickItCA"
211onedegr-1106_211onedegr-14066,211onedegr-370,211onedegr-1106,211onedegr-14066,Money Management International,Get Student Loan Counseling,San Diego Branch,"Money Management International provides financial counseling and advice including how to save money, creating a budget, repaying loans, and avoiding foreclosures.","Money Market International provides guidance for those struggling to make student loan payments. For a fee, counselors explain current loans, explore repayment options, review how to come back from a loan in default, and discuss consolidation, forgiveness, deferment and more.","3111 Camino Del Rio North, #400",San Diego,,CA,92108,32.77472,-117.1273,DM-2000,Financial Literacy Training,211onedegree,,Call for counseling.
211boise-877-1256,211boise-1070,211boise-877,211boise-1256,Autism Resources,Autism Therapy,Autism Research Institute,Consolidating Agency: Any group or program associated with Autism.,"The Autism Research Institute (ARI) is the hub of a worldwide network of parents and professionals concerned with autism. ARI was founded in 1967 to conduct and foster scientific research designed to improve the methods of diagnosing, treating, and preventing autism. ARI also disseminates research findings to parents and others worldwide seeking help. The ARI data bank, the world's largest, contains over 40,000 detailed case histories of autistic children from over 60 countries.",4182 Adams Ave,San Diego,,CA,92116,32.763318,-117.1052,LR-0450,Autism Therapy,211boise,,"Call for intake procedures.
"
211santaba-92650337,211santaba-92650337,211santaba-92650337,211santaba-92650337,Love On A Leash,Love On A Leash,Love On A Leash,<p>Love On A Leash is a 501(c)(3) nonprofit organization dedicated to providing an avenue for volunteer teams to engage in meaningful and productive pet therapy.</p>,<p>Love On A Leash is a 501(c)(3) nonprofit organization dedicated to providing an avenue for volunteer teams to engage in meaningful and productive pet therapy.</p>,P.o. Box 4548,Oceanside,San Diego,CA,92052,33.21919,-117.2665,,,211santabarbara,,
211humbold-53773331,211humbold-7156934,211humbold-7158105,211humbold-53773312,Canine Companions For Independence,Canine Companions For Independence,Southwest Training Center,"Trains specially-bred dogs to assist people with disabilities to live more independent lives. Three categories of dogs are trained: service dogs aid people who are physically challenged, hearing dogs alert deaf or hard-of-hearing persons to crucial daily sounds and social dogs work with individuals or in institutions as part of Pet Facilitated Therapy Program. Write for an application giving specific information on your needs and what you would need the dog to do. Return the application and you will be contacted for a personal interview. Publishes two newsletters, 'The Courier' and 'The Leash.'","Trains specially-bred dogs to assist people with disabilities to live more independent lives. Three categories of dogs are trained: service dogs aid people who are physically challenged, hearing dogs alert deaf or hard-of-hearing persons to crucial daily sounds and social dogs work with individuals or in institutions as part of Pet Facilitated Therapy Program. Write for an application giving specific information on your needs and what you would need the dog to do. Return the application and you will be contacted for a personal interview. Publishes two newsletters, 'The Courier' and 'The Leash.'",124 Rancho Del Oro Drive,Oceanside,San Diego,CA,92057 ,33.229321,-117.317148,LH,Health Supportive Services,211humboldt,,No information has been provided by Agency.
inlandempi-93955208,inlandempi-73496024,inlandempi-73498150,inlandempi-93955205,Salvation Army Southern California,Adult Rehabilitation Center,Arc - San Diego,Faith based organization offering emergency and social services to Riverside and San Bernardino Counties,"Faith-based residential work therapy program for men who have an alcohol or drug addiction. Counseling, support groups, and case management also provided.",7455 Otay Mesa Road,San Diego,San Diego,CA,92154,32.56712,-116.9808,"RX-8450.7000-750, RX-8450.7000-700","Residential Drug Use Disorder Treatment Facilities, Residential Alcohol Use Disorder Treatment Facilities",inlandempireunitedway,,Phone screen required
211orangec-48057449,211orangec-8629869,211orangec-8636004,211orangec-8632056,Canine Companions For Independence,Southwest Training Center,"The Dean, Gerda And Trixie Koontz Campus",Non-profit organization that provides trained assistance dogs to people with disabilities. Offers six types of assistance dogs: Service Dogs Facility Dogs Service Dogs for Veterans Therapy Dogs,Provides assistance dogs to people with developmental or physical disabilities. Applicants must prove that a canine companion will enhance their independence. Training requires a two-week live-in training at the Oceanside location.,124 Rancho Del Oro Drive,Oceanside,San Diego,CA,92057,33.2287,-117.3173,LR-7950,Service Animals,211orangecounty,,Call for detailed information
211peoria-4935-1187,211peoria-1187,211peoria-4935,211peoria-1187,Autism Research Institute,Autism Research Institute (INFORMATION AND REFERRAL),Autism Research Institute,"Established in 1967 by psychologist and renowned father of modern autism research Dr. Bernard Rimland, ARI continues to pioneer in research, outreach, and cooperative efforts with other organizations worldwide. ARI advocates for the rights of autistic people and operates without funding from special-interest groups. ARI awards grants to advance innovative research with real potential to improve the lives of autistic people.",The Autism Research Institute offers research based information and referrals.,4182 Adams Avenue,San Diego,San Diego,CA,92116,32.7634,-117.1051,TJ-3000,Information and Referral,211peoria,,Please call or visit website.
211peoria-4906-1187,211peoria-1187,211peoria-4906,211peoria-1187,Autism Research Institute,Autism Research Institute (DISABILITY ASSOCIATIONS),Autism Research Institute,"Established in 1967 by psychologist and renowned father of modern autism research Dr. Bernard Rimland, ARI continues to pioneer in research, outreach, and cooperative efforts with other organizations worldwide. ARI advocates for the rights of autistic people and operates without funding from special-interest groups. ARI awards grants to advance innovative research with real potential to improve the lives of autistic people.",The Autism Research Institute services as a disability association.,4182 Adams Avenue,San Diego,San Diego,CA,92116,32.7634,-117.1051,TN-1700,Disability Associations,211peoria,,Please call or visit website.
211orlando-330508,211orlando-69864,211orlando-42328,211orlando-69865,Little Angels Service Dogs,Service Dogs,Little Angels Service Dogs,Non-profit organization providing service dog training and placement.,"Program provides placement of trained service dogs and training owned dogs that aid with seizures, anxiety, mobility and PTSD.",,,,,,32.68556,-116.814,"LR-7950.0500, LR-7950.5000-500, LR-7950.8050","Autism Service Dogs, Mobility Assistance Service Dogs, Seizure Dogs",211orlando,,Visit website to apply
211akron-279147,211akron-SUMM106608,211akron-68620,211akron-106609,Semper Fi Fund,Skip'S Kids Program,Semper Fi Fund,"Provides immediate financial assistance and lifetime support to combat wounded, critically ill, and injured members of all branches of the U.S. Armed Forces and their families. Delivers resources to active service members in need during recovery and transition back to their communities.","Offers youth of wounded, critically ill, or injured service members a summer program where they can work through their struggles and form supportive relationships. These difficulties may include adversity leading to ""secondary PTSD"" and symptoms such as hypervigilance, dissociation, irritability, and behavioral outbursts.","825 College Boulevard, Suite 102, Pmb 609",Oceanside,San Diego,CA,92057,33.24046,-117.294,PS-9800.9900,Youth Enrichment Programs,211akron,,Visit the website to complete an assistance request form. Each request is reviewed on a case-by-case basis. Case managers will respond within 24 to 48 hours. Call the office for more information.
211yolo-75423124,211yolo-75410129,211yolo-75423072,211yolo-75410130,Wounded Warrior Project,Support Services - Wounded Warrior Project,Wounded Warrior Project - San Diego Field Office,"A Veterans service organization that serves veterans, caregivers, and families of veterans who incurred a physical or mental injury or illness on or after September 11, 2001.","Offers support and services for veterans and service members who incurred a physical or mental injury, illness, or wound, co-incident to their military service on or after September 11, 2001. Services and support are also available for family members and caregivers.Types of Support:Benefits Service: Helping veterans and their families obtain the benefits they have earned.Combat Stress Recovery Program: Help for combat stress, PTSD and TBI.Community Partners: Strategic collaboration improving veteran care across the nation.Family Support: Veteran family program and caregiver support.Independence Program: Empowering warriors to live a more independent life.International Support: Support for wounded, ill, or injured service members who are medically evacuated to Landstuhl Regional Medical Center in Germany.Peer Support: Peer support groups for veterans.Physical Health & Wellness: Helping warriors improve their health.Policy & Government Affairs: A voice for warriors in Washington, DC.Soldier Ride: Building confidence and strength through shared physical activities and bonds of service.Warrior Care Network: Healing the invisible wounds of war through PTSD treatment for veterans.Warriors to Work: Career transition and development for America's injured veterans.WWP Resource Center: Welcomes warriors and their families into WWP and serves as a connection point at every step along their individual journeys.WWP Talk: Counseling for veterans and their families.","8880 Rio San Diego Drive, Suite 900",San Diego,San Diego,CA,92108,32.77671,-117.1389,"FT-1000.9000, FP-0500, TJ-3000.8000, LH-2700.9500, RP-1500.1400-250, PH-1000, HL-8000.1800-900, FP-0500.3300, RP-1400.8000-145, TM-5200, RP-1400.8000-900","Veteran Benefits Assistance, Advocacy, Specialized Information and Referral, Wellness Programs, General Crisis Intervention Hotlines, Case/Care Management, Veteran Education Benefits, Individual Advocacy, Caregiver Counseling, Military Transition Assistance Programs, Veteran Reintegration Counseling",211yolo,,Call or go online to learn more. Assistance is also available via online Live Chat.
211orangec-48162246,211orangec-21773123,211orangec-21773125,211orangec-21773126,Your Abortion Experience,Post Abortion Support,N/A: Website Service Only,Non-profit organization that provides a website for individuals to share their experience and feelings about an abortion they or a loved one has experienced. Also offers information about resources in their area.,Offers online resources to help process grief after pregnancy loss and reproductive loss. Resources are available to anyone affected by reproductive loss.,N/a: Website Service Only,,Orange,CA,,32.76693,-117.14026,RP-1400.8000-660,Postabortion Counseling,211orangecounty,,Website
211orangec-71622543,211orangec-8630189,211orangec-17209601,211orangec-71615267,United States Department Of Veterans Affairs,Burial Benefits,San Diego Regional Office,"Federal government agency that provides health care, benefits, and services for United States veterans and their dependents.","Provides burial benefits to veterans, their spouses and dependents. Benefits include: Assistance with planning and paying for a burial or memorial service in a Veterans Affairs national cemetery Burial allowance to help pay for a Veteran's funeral services, burial, and transportation costs Applying for memorial items such as grave markers, headstones, Presidential Memorial Certificates, and other items to honor a Veteran's service Veterans Disability benefits for a surviving spouse or a dependent child or parent Grief counseling and transition support after the loss of an active-duty Servicemember, Reservist, or National Guard Soldier",8810 Rio San Diego Drive,San Diego,San Diego,CA,92108,32.777,-117.141,NS-1000.9000,Veteran Burial Benefits,211orangecounty,,Call or check website for detailed information
211grassva-79139806,211grassva-79139801,211grassva-79139806,211grassva-79139806,Recover,Addiction Treatment Via Telemedicine - Recover,Addiction Treatment Via Telemedicine - Recover,Recover provides effective and accessible substance use treatment via telemedicine. Recover provides effective and accessible substance use treatment for adults via telemedicine. We partner with state and local governments to meet patients wherever they are on their recovery journey.,"Recover provides effective and accessible substance use treatment for adults via telemedicine. We partner with state and local governments to meet patients wherever they are on their recovery journey.Recover provides comprehensive care featuring medical care, care coordination, and group counseling. You'll connect with your care team online - scheduling appointments, joining video calls, and receiving prescriptions through our telehealth platform. Access to evidence-based care integrating medical treatment has been shown to improve outcomes for over 70% of patients.If you live in California and struggle with either drug or alcohol use, schedule a free enrollment call to learn more about our treatment program and check your eligibility for free care. Enroll online at https://www.letsrecover.com/enroll or call 858-208-0121. Services available in English and Spanish.We provide substance use treatment for adults at no cost to patients with Placer County or Nevada County Medi-Cal.","120 Birmingham Drive, Suite 240a",Cardiff By The Sea,San Diego,CA,92007,33.023297,-117.282949,RF-8385.8000,Substance Use Disorder Related Telemedicine Services,211grassvalley,,
211orangec-72453158,211orangec-8629341,211orangec-64581152,211orangec-72453151,American Lung Association In California - Orange County,Indepth,Corporate Office,"Non-profit organization that provides services to improve individuals lung health, prevent lung disease, defeat lung cancer, improve air quality, reduce the burden of lung disease, and eliminate tobacco use.",Offers an individual or group citation program for youth that consists of four sessions of approximately 50 minutes. INDEPTH is an alternative to suspension and attendance is mandatory. The program focuses on: Tobacco use Nicotine addiction Establishing healthy alternatives Making the change to be free of all nicotine and tobacco products,2020 Camino Del Rio North Suite 200,San Diego,San Diego,CA,92108,32.77044,-117.1432,RX-8250,Substance Use Disorder Education/Prevention,211orangecounty,,Call for detailed information
211kansasc-104122-38449,211kansasc-38448,211kansasc-104122,211kansasc-38449,Identity Theft Resource Center,Identity Theft Resource Center (IDENTITY THEFT REPORTING/RECOVERY PROGRAMS),Identity Theft Resource Center,"Provides identity theft case mitigation at no charge and consumer education. Services include Identity Theft Prevention and Identity Theft Reporting/Recovery Programs.

ALSO KNOWN AS

ITRC",Provides identity theft case mitigation at no charge and consumer education.,"3625 Ruffin Road, Suite 204",San Diego,San Diego,CA,92123,32.80944,-117.1185,FN-1700.3200,Identity Theft Reporting/Recovery Programs,211kansascity,,Call for Service
211akron-279155,211akron-SUMM106608,211akron-68623,211akron-106609,Semper Fi Fund,Veteran To Veteran Support Program (V2V),Semper Fi Fund,"Provides immediate financial assistance and lifetime support to combat wounded, critically ill, and injured members of all branches of the U.S. Armed Forces and their families. Delivers resources to active service members in need during recovery and transition back to their communities.",Offers a program where Veterans work with Veterans to mentor and guide Service members throughout the recovery process.,"825 College Boulevard, Suite 102, Pmb 609",Oceanside,San Diego,CA,92057,33.24046,-117.294,PH-1400.5000-050,Adult Mentoring Programs,211akron,,Visit the website to complete an assistance request form. Each request is reviewed on a case-by-case basis. Case managers will respond within 24 to 48 hours. Call the office for more information.
